User-ID,User-City,User-State,User-Country,User-Age
714,austin, texas," usa""",
717,spring hill, florida," usa""",
726,eatontown, new jersey," usa""",31
728,welsh, louisiana," usa""",
735,cortland, new york," usa""",29
741,novinger, missouri," usa""",16
744,ocala, florida," usa""",48
746,longmont, colorado," usa""",36
753,stockton, california," usa""",
756,scranton, pennsylvania," usa""",
757,philadelphia, pennsylvania," usa""",29
759,primm springs, tennessee," usa""",
763,oakland, california," usa""",
765,york, pennsylvania," usa""",
769,birmingham, alabama," usa""",
771,ft. sill, oklahoma," usa""",38
774,wentzville, missouri," usa""",16
778,bradenton, florida," usa""",
780,woodland hills, california," usa""",
785,burbank, california," usa""",
786,panhandle, texas," usa""",48
805,sonoma, california," usa""",34
819,deer park, new york," usa""",
824,albuquerque, new mexico," usa""",15
827,mason city, iowa," usa""",
828,albuquerque, new mexico," usa""",35
834,rockville, maryland," usa""",17
843,deer lodge, tennessee," usa""",25
853,chesterfield, michigan," usa""",24
882,berkeley, california," usa""",23
883,brookfield, connecticut," usa""",43
886,bozeman, montana," usa""",
887,castaic, california," usa""",30
900,scranton, pennsylvania," usa""",25
902,overland, missouri," usa""",18
903,los angeles, california," usa""",19
915,humble, texas," usa""",50
941,bend, oregon," usa""",
951,aglaura, new jersey," usa""",
965,las cruces, new mexico," usa""",24
969,river forest, illinois," usa""",13
973,eugene, oregon," usa""",
999,newark, delaware," usa""",21
1003,tequesta, florida," usa""",
1008,boston, massachusetts," usa""",
1009,delano, minnesota," usa""",56
1010,silver spring, maryland," usa""",26
1016,clementon, new jersey," usa""",
1019,san diego, california," usa""",
1021,rowland, north carolina," usa""",
1022,newport news, virginia," usa""",
1024,charles town, west virginia," usa""",
1031,sparks, maryland," usa""",52
1032,lockhart, texas," usa""",
1038,dallas, texas," usa""",26
1040,los angeles, california," usa""",
1054,burnsville, minnesota," usa""",37
1060,lincoln, nebraska," usa""",38
1075,hurst, texas," usa""",49
1079,eugene, oregon," usa""",
1082,rochester, washington," usa""",36
1083,newport news, virginia," usa""",
1093,needham, massachusetts," usa""",
1108,fairbanks, alaska," usa""",
1113,richmond, missouri," usa""",22
1118,cleveland, ," usa""",
1129,bothell, washington," usa""",53
1140,bridgewater, new jersey," usa""",19
1150,jericho, vermont," usa""",25
1155,smyrna, georgia," usa""",22
1161,brier, washington," usa""",
1164,woburn, massachusetts," usa""",35
1167,milwaukee, wisconsin," usa""",25
1169,olympia, washington," usa""",27
1180,storrs, connecticut," usa""",23
1184,la mirada, california," usa""",38
1200,westfield, new jersey," usa""",
1210,new york, new york," usa""",
1223,orlando, florida," usa""",
1248,dixon, california," usa""",
1250,arlington, virginia," usa""",44
1252,la, california," usa""",
1254,16605 bennington ct, indiana," usa""",26
1261,el paso, texas," usa""",46
1264,antelope, california," usa""",
1267,salem, oregon," usa""",
1279,long beach, california," usa""",
1293,haddon twp, new jersey," usa""",
1297,los gatos, california," usa""",30
1309,walker, louisiana," usa""",28
1368,hopewell, virginia," usa""",22
1375,dinwiddie, virginia," usa""",59
1376,peoria, illinois," usa""",
1377,swansea, massachusetts," usa""",20
1389,trenton, michigan," usa""",22
1395,santa monica, california," usa""",
1396,santa barbara, california," usa""",35
1399,york, maine," usa""",41
1403,virginia beach, virginia," usa""",26
1409,farmington hills, michigan," usa""",74
1410,amherst, new york," usa""",22
1412,winston-salem, north carolina," usa""",47
1417,fort collins, colorado," usa""",
1427,mililani, hawaii," usa""",22
1433,woodbridge, california," usa""",54
1434,bethel, vermont," usa""",
1435,st. louis, missouri," usa""",36
1448,la mesa, california," usa""",61
1455,chehalis, washington," usa""",
1485,allendale, new jersey," usa""",30
1489,somerville, massachusetts," usa""",20
1499,lawrence, kansas," usa""",
1504,iowa city, iowa," usa""",
1511,cuyahoga falls, ohio," usa""",25
1513,oak hill, virginia," usa""",40
1515,bloomington, indiana," usa""",27
1519,raleigh, north carolina," usa""",61
1530,hartsdale, new york," usa""",26
1535,virginia beach, virginia," usa""",69
1548,brooklyn, new york," usa""",28
1550,des moines, washington," usa""",
1554,lincoln, nebraska," usa""",29
1558,normal, illinois," usa""",61
1559,manchester, new hampshire," usa""",
1570,brooklyn, new york," usa""",28
1585,albuquerque, new mexico," usa""",29
1596,jackson, tennessee," usa""",51
1597,west columbia, texas," usa""",23
1608,collingswood, new jersey," usa""",27
1617,chicago, illinois," usa""",24
1619,visalia, california," usa""",
1641,winston salem, north carolina," usa""",22
1652,new york, new york," usa""",
1660,fort worth, texas," usa""",
1674,minneapolis, minnesota," usa""",26
1706,olympia, washington," usa""",26
1718,framingham, massachusetts," usa""",28
1730,el paso, texas," usa""",33
1733,independence, west virginia," usa""",30
1759,hollywood, florida," usa""",29
1768,newington, connecticut," usa""",25
1773,northridge, california," usa""",16
1775,albuquerque, new mexico," usa""",14
1790,chicago, illinois," usa""",25
1791,harrisburg, pennsylvania," usa""",
1792,hutchinson, kansas," usa""",
1803,northville, new york," usa""",48
1805,euless, texas," usa""",
1812,provo, utah," usa""",24
1838,glens falls, new york," usa""",
1841,washington dc, dc," usa""",
1848,bellingham, washington," usa""",22
1869,westfield, massachusetts," usa""",21
1881,binghamton, new york," usa""",31
1892,fort wayne, indiana," usa""",47
1898,waukegan, illinois," usa""",47
1905,baton rouge, louisiana," usa""",
1915,louisville, kentucky," usa""",
1928,kansas city, missouri," usa""",17
1933,honolulu, hawaii," usa""",
1937,bozeman, montana," usa""",42
1945,wrightsville beach, north carolina," usa""",54
1949,wilmington, north carolina," usa""",
1978,saint louis, missouri," usa""",
1989,phoenix, arizona," usa""",27
2010,colfax, illinois," usa""",
2030,seabeck, washington," usa""",31
2033,omaha, nebraska," usa""",27
2035,longwood, florida," usa""",15
2036,frenchtown, new jersey," usa""",49
2041,playa del rey, california," usa""",
2060,pennsauken, new york," usa""",54
2063,raleigh, north carolina," usa""",
2070,pembroke pines, florida," usa""",22
2089,lynchburg, virginia," usa""",
2090,dudley, massachusetts," usa""",28
2097,arlington, massachusetts," usa""",
2099,tucson, arizona," usa""",
2103,minneapolis, minnesota," usa""",43
2105,new smyrna beach, florida," usa""",
2106,denver, colorado," usa""",44
2108,houston, texas," usa""",
2110,charlotte, north carolina," usa""",
2115,escondido, california," usa""",55
2119,hartford, connecticut," usa""",
2127,high point, north carolina," usa""",
2132,hammond, indiana," usa""",
2134,oakland, california," usa""",35
2135,irvine, california," usa""",
2136,salem, oregon," usa""",45
2139,chesapeake, virginia," usa""",33
2147,las vegas, nevada," usa""",35
2148,los angeles, california," usa""",
2152,grosse pointe, michigan," usa""",1
2169,hollister, california," usa""",
2178,linden, new jersey," usa""",
2179,sunderland, massachusetts," usa""",30
2190,lenexa, kansas," usa""",29
2198,philadelphia, pennsylvania," usa""",
2204,el cajon, california," usa""",
2218,stratham, new hampshire," usa""",48
2222,aptos, california," usa""",
2230,harpers ferry, west virginia," usa""",44
2238,san diego, california," usa""",34
2250,charlotte, north carolina," usa""",
2255,charlottesville, virginia," usa""",35
2271,mooresville, north carolina," usa""",
2276,niskayuna, new york," usa""",46
2281,vancouver, washington," usa""",30
2287,north chili, new york," usa""",35
2288,spring hill, tennessee," usa""",30
2292,brighton, massachusetts," usa""",
2295,el sobrante, california," usa""",21
2296,wenatchee, washington," usa""",61
2312,roanoke, virginia," usa""",
2313,cincinnati, ohio," usa""",23
2333,ocean city, maryland," usa""",
2337,grove city, ohio," usa""",34
2340,st. louis, missouri," usa""",29
2350,st. louis, missouri," usa""",24
2357,philadelphia, pennsylvania," usa""",35
2358,bryan, texas," usa""",23
2363,mountain home, idaho," usa""",42
2366,lathrup village, michigan," usa""",16
2375,norfolk, virginia," usa""",20
2376,bay village, ohio," usa""",38
2388,hawley, pennsylvania," usa""",64
2399,kent, ohio," usa""",32
2404,new york, new york," usa""",
2411,lake city, florida," usa""",37
2417,lakeland, florida," usa""",35
2437,san antonio, texas," usa""",45
2439,atlanta, georgia," usa""",26
2453,independence, missouri," usa""",
2461,san francisco, california," usa""",59
2462,kingston, ," usa""",
2466,olathe, kansas," usa""",
2470,phoenix, arizona," usa""",22
2481,st. louis, missouri," usa""",
2484,asheville, north carolina," usa""",
2499,boulder, colorado," usa""",49
2528,the colony, texas," usa""",
2559,santa rosa, california," usa""",
2562,wheeling, illinois," usa""",53
2565,pensacola, friuli venezia giulia," usa""",
2569,santa rosa, california," usa""",
2580,ann arbor, michigan," usa""",
2584,bigfork, montana," usa""",
2589,shrewsbury, massachusetts," usa""",
2590,el cerrito, california," usa""",26
2591,bloomington, illinois," usa""",
2605,marina del rey, california," usa""",33
2611,vero beach, florida," usa""",
2622,los angeles, california," usa""",41
2630,kingsland, texas," usa""",66
2632,farmingdale, new york," usa""",47
2634,addison, texas," usa""",53
2640,college station, texas," usa""",24
2643,cedar park, texas," usa""",28
2644,austin, texas," usa""",
2651,harlingen, texas," usa""",
2653,los angeles, california," usa""",46
2670,corpus christi, texas," usa""",
2687,tucson, arizona," usa""",35
2690,cordele, georgia," usa""",35
2700,kenosha, wisconsin," usa""",29
2719,staten island, new york," usa""",37
2759,woodstock, new york," usa""",
2766,frisco, texas," usa""",42
2770,champaign, illinois," usa""",
2776,dacula, georgia," usa""",
2790,san antonio, texas," usa""",50
2793,jefferson, georgia," usa""",34
2799,eugene, oregon," usa""",
2844,clinton township, michigan," usa""",
2850,san diego, california," usa""",
2853,cleveland, ohio," usa""",
2854,deptford, new jersey," usa""",36
2855,dallas, texas," usa""",35
2859,citrus heights, california," usa""",
2861,columbus, ohio," usa""",26
2883,pacific grove, california," usa""",43
2891,beaverton, oregon," usa""",
2892,portland, oregon," usa""",26
2907,new york, new york," usa""",
2914,san jose, california," usa""",34
2945,franklin, tennessee," usa""",29
2948,raleigh, north carolina," usa""",24
2954,wichita, kansas," usa""",71
2966,wauconda, illinois," usa""",
2973,waukesha, wisconsin," usa""",
2977,richland, washington," usa""",25
2992,san diego, california," usa""",
2995,belleville, illinois," usa""",61
3005,mountain view, california," usa""",
3009,stratford, connecticut," usa""",
3030,anchorage, alaska," usa""",
3048,klamath falls, oregon," usa""",
3052,houston, texas," usa""",31
3054,henrietta, new york," usa""",
3060,bartlett, tennessee," usa""",
3062,chicago, illinois," usa""",
3063,fort washington, maryland," usa""",57
3077,lowell, massachusetts," usa""",
3079,asheville, north carolina," usa""",
3087,berthoud, colorado," usa""",20
3100,oakland, california," usa""",42
3104,watertown, massachusetts," usa""",27
3106,memphis, tennessee," usa""",
3133,wapakoneta, ohio," usa""",34
3142,lawrenceville, georgia," usa""",29
3145,austin, texas," usa""",34
3150,phoenix, arizona," usa""",51
3154,new york, new york," usa""",
3165,janesville, wisconsin," usa""",
3166,dallas, georgia," usa""",15
3167,milwaukee, wisconsin," usa""",42
3172,arlington, virginia," usa""",32
3174,flagstaff, arizona," usa""",24
3192,milwaukee, wisconsin," usa""",
3194,logan, utah," usa""",20
3197,ore city, texas," usa""",38
3243,atlanta, georgia," usa""",28
3260,lawrenceville, georgia," usa""",45
3296,rochester, minnesota," usa""",63
3300,cabot, arkansas," usa""",49
3310,tucson, arizona," usa""",
3329,grantsville, utah," usa""",
3331,mckeesport, pennsylvania," usa""",60
3344,tucson, arizona," usa""",61
3350,colorado springs, colorado," usa""",23
3362,new york, new york," usa""",
3363,knoxville, tennessee," usa""",29
3368,nashua, new hampshire," usa""",
3371,groveland, massachusetts," usa""",25
3373,elk grove, california," usa""",30
3393,aurora, illinois," usa""",55
3418,san diego, california," usa""",14
3427,eldorado, illinois," usa""",50
3437,honolulu, hawaii," usa""",103
3445,la mirada, california," usa""",45
3462,amherst, new york," usa""",
3467,fort wayne, indiana," usa""",36
3472,seattle, washington," usa""",24
3473,aptos, california," usa""",
3481,littleton, colorado," usa""",49
3492,cupertino, california," usa""",
3505,florissant, missouri," usa""",30
3507,chicago, illinois," usa""",
3509,san diego, california," usa""",29
3512,portales, new mexico," usa""",
3514,evansville, indiana," usa""",22
3532,fayetteville, new york," usa""",
3537,seattle, washington," usa""",
3543,elgin, texas," usa""",37
3544,edgewater, maryland," usa""",58
3546,milwaukee, wisconsin," usa""",27
3556,bismarck, north dakota," usa""",68
3569,, n/a," usa""",
3573,fair lawn, new jersey," usa""",32
3580,essington, pennsylvania," usa""",44
3588,marion, iowa," usa""",
3593,lahaina, hawaii," usa""",
3599,orlando, florida," usa""",
3601,tallahassee, florida," usa""",33
3605,bristol, rhode island," usa""",28
3619,washington, dc," usa""",
3628,easthampton, massachusetts," usa""",
3640,sacramento, california," usa""",
3643,robbinsdale, minnesota," usa""",
3648,durham, north carolina," usa""",
3656,inglewood, california," usa""",
3667,norfolk, virginia," usa""",
3669,williamsburg, massachusetts," usa""",34
3670,brookline, massachusetts," usa""",
3679,allston, massachusetts," usa""",25
3693,hampton, virginia," usa""",23
3694,raleigh, north carolina," usa""",16
3709,lucama, north carolina," usa""",30
3711,highlands ranch, colorado," usa""",
3719,eielson afb, alaska," usa""",18
3728,pembroke pines, florida," usa""",40
3756,round rock, texas," usa""",44
3761,san diego, california," usa""",
3775,port angeles, washington," usa""",57
3780,eagle river, alaska," usa""",
3792,sacramento, california," usa""",12
3800,loomis, california," usa""",
3814,langhorne, pennsylvania," usa""",
3817,columbia, south carolina," usa""",29
3821,scottdale, pennsylvania," usa""",36
3827,orlando, florida," usa""",23
3839,broomfield, colorado," usa""",
3840,meriden, connecticut," usa""",46
3842,long beach, california," usa""",
3853,erie, colorado," usa""",
3865,chandler, arizona," usa""",25
3869,chapel hill, north carolina," usa""",38
3884,arlington, washington," usa""",64
3885,burlington, north carolina," usa""",
3893,dahlonega, georgia," usa""",
3894,grand canyon, arizona," usa""",
3910,allston, massachusetts," usa""",25
3921,geneva, illinois," usa""",45
3938,los banos, california," usa""",37
3939,kenai, alaska," usa""",53
3948,asheville, north carolina," usa""",
3951,clearwater, florida," usa""",
3952,montevallo, alabama," usa""",
3954,detroit, michigan," usa""",24
3965,st. peters, missouri," usa""",
3975,c.m.c.h., new jersey," usa""",29
3977,columbiana, alabama," usa""",63
3983,north oaks, minnesota," usa""",
3999,new braunfels, texas," usa""",71
4017,new orleans, louisiana," usa""",48
4035,alameda, california," usa""",60
4045,houston, texas," usa""",
4053,san francisco, california," usa""",
4066,birmingham, alabama," usa""",31
4067,puyallup, washington," usa""",
4069,austin, texas," usa""",
4077,austin, texas," usa""",
4085,stratford, connecticut," usa""",
4090,haskell, new jersey," usa""",
4091,estill springs, tennessee," usa""",77
4092,hixson, tennessee," usa""",27
4120,dickinson, north dakota," usa""",
4122,portland, oregon," usa""",24
4138,austin, texas," usa""",20
4143,san jose, california," usa""",
4149,highland, utah," usa""",
4157,birmingham, alabama," usa""",39
4164,anchorage, alaska," usa""",
4165,kasilof, alaska," usa""",53
4169,fairbanks, alaska," usa""",57
4170,douglas, alaska," usa""",
4179,fairbanks, alaska," usa""",18
4181,anchorage, alaska," usa""",44
4183,anchorage, alaska," usa""",57
4185,graham, washington," usa""",63
4187,wasilla, alaska," usa""",35
4188,north pole, alaska," usa""",34
4191,juneau, alaska," usa""",26
4196,kasilof, alaska," usa""",
4197,anchorage, alaska," usa""",61
4198,new port richey, florida," usa""",14
4203,anchorage, alaska," usa""",
4221,, connecticut," usa""",
4226,w. melbourne, florida," usa""",
4228,austin, texas," usa""",41
4246,chester twp., new jersey," usa""",
4273,minneapolis, minnesota," usa""",
4285,adrian, michigan," usa""",50
4292,weehawken, new jersey," usa""",
4358,whitewright, texas," usa""",
4366,afton, new york," usa""",
4375,rockville, connecticut," usa""",32
4385,albq, new mexico," usa""",33
4386,rio rancho, new mexico," usa""",
4426,des moines, iowa," usa""",
4431,lewisville, texas," usa""",
4444,washington, dc," usa""",29
4516,greenville, south carolina," usa""",66
4541,atlanta, georgia," usa""",32
4551,humble, texas," usa""",
4556,south berwick, maine," usa""",
4570,santa monica, california," usa""",40
4573,santa cruz, california," usa""",32
4574,san siego, california," usa""",
4599,glendale, california," usa""",
4600,little rock, arkansas," usa""",32
4622,norfolk, virginia," usa""",18
4705,advance, north carolina," usa""",
4714,mentor, ohio," usa""",22
4732,portland, oregon," usa""",
4769,ny, new york," usa""",35
4784,arvada, colorado," usa""",21
4785,litchfield, connecticut," usa""",30
4795,rochester, new york," usa""",18
4809,grosse pointe, michigan," usa""",
4816,malden, massachusetts," usa""",
4820,birmingham, alabama," usa""",
4821,lagrangeville, new york," usa""",44
4823,van nuys, california," usa""",37
4844,terlingua, texas," usa""",
4864,atascadero, california," usa""",30
4870,seattle, washington," usa""",39
4878,mt.pleasant, south carolina," usa""",
4912,overland park, kansas," usa""",
4938,charleston, south carolina," usa""",30
4965,savage, minnesota," usa""",
4980,arvada, colorado," usa""",21
4994,largo, florida," usa""",16
4995,chicago, illinois," usa""",33
4999,aurora, colorado," usa""",54
5003,snohomish, washington," usa""",
5012,san francisco, california," usa""",21
5021,pagosa springs, colorado," usa""",
5034,carlisle, pennsylvania," usa""",21
5037,dodge center, minnesota," usa""",26
5040,st louis, missouri," usa""",
5049,inver grove heights, minnesota," usa""",32
5055,brunswick, maine," usa""",15
5062,san francisco, california," usa""",22
5100,boise, idaho," usa""",36
5126,chula vista, california," usa""",53
5162,tehachapi, california," usa""",66
5163,pacific grove, california," usa""",
5170,newark, california," usa""",18
5186,orange park, florida," usa""",50
5207,indianapolis, indiana," usa""",34
5209,medford, new jersey," usa""",48
5249,norfolk, virginia," usa""",
5268,chandler, arizona," usa""",
5285,atascadero, california," usa""",38
5286,dallas, texas," usa""",18
5289,dunwoody, georgia," usa""",
5295,edmonds, washington," usa""",
5296,brooklyn, new york," usa""",34
5316,san antonio, texas," usa""",
5328,albuquerque, new mexico," usa""",
5337,tucker, georgia," usa""",
5358,richardson, texas," usa""",52
5359,farmington, connecticut," usa""",55
5361,three rivers, michigan," usa""",72
5371,hollis, maine," usa""",
5375,placerville, california," usa""",47
5376,portland, maine," usa""",41
5385,loomis, california," usa""",30
5409,pottstown, pennsylvania," usa""",
5414,lakewood, washington," usa""",
5416,albany, oregon," usa""",
5424,boulder, colorado," usa""",
5426,greensboro, north carolina," usa""",32
5429,sacramento, california," usa""",51
5439,houston, texas," usa""",66
5443,east berlin, pennsylvania," usa""",
5448,pine bush, new york," usa""",14
5451,murphysboro, illinois," usa""",24
5452,reseda, california," usa""",26
5459,frederick, maryland," usa""",
5469,savannah, georgia," usa""",26
5474,lincoln park, michigan," usa""",
5490,lake charles, louisiana," usa""",33
5501,reno, nevada," usa""",
5506,cortlandt manor, new york," usa""",19
5531,san francisco, california," usa""",
5537,barceloneta, puerto rico," usa""",
5539,austin, texas," usa""",32
5543,cumberland, maryland," usa""",29
5582,seattle, washington," usa""",26
5585,arlington, virginia," usa""",39
5591,webster, florida," usa""",58
5600,dallas, texas," usa""",
5636,lynchburg, virginia," usa""",
5638,binghamton, new york," usa""",
5665,orlando, florida," usa""",40
5669,chicago, illinois," usa""",
5674,jackson, new jersey," usa""",15
5677,hinsdale, illinois," usa""",
5678,seattle, washington," usa""",
5703,gambier, ohio," usa""",
5710,austin, texas," usa""",28
5722,providence, rhode island," usa""",23
5728,cullowhee, north carolina," usa""",22
5737,newcastle, washington," usa""",44
5741,redlands, california," usa""",20
5746,los angeles, california," usa""",
5766,powder springs, georgia," usa""",40
5768,boise, idaho," usa""",
5774,dallas, texas," usa""",32
5775,melbourne, florida," usa""",34
5777,the san francisco bay area, california," usa""",2
5782,stillwater, minnesota," usa""",62
5783,fullerton, california," usa""",32
5791,san francisco, california," usa""",
5815,rockville, maryland," usa""",
5817,kansas city, kansas," usa""",
5830,sacramento, california," usa""",19
5860,sparta, illinois," usa""",41
5861,rowland heights, california," usa""",17
5866,rimersburg, pennsylvania," usa""",
5867,new orleans, louisiana," usa""",24
5868,lacey, washington," usa""",47
5875,harrisburg, pennsylvania," usa""",15
5896,santa clarita, california," usa""",
5920,albany, oregon," usa""",35
5922,bozeman, montana," usa""",19
5932,honolulu, hawaii," usa""",
5942,harrisburg, missouri," usa""",
5948,dallas, texas," usa""",
5955,shasta lake, california," usa""",
5956,indianapolis, indiana," usa""",27
5963,san diego, california," usa""",38
5988,grand prairie, texas," usa""",49
5990,boise, idaho," usa""",43
5998,seattle, washington," usa""",32
6015,lacey, washington," usa""",
6016,rochester, new york," usa""",
6018,chapel hill, north carolina," usa""",38
6022,baton rouge, louisiana," usa""",18
6025,san diego, california," usa""",
6026,bangor, maine," usa""",
6035,dana point, california," usa""",
6041,davenport, florida," usa""",
6051,austin, texas," usa""",33
6069,frederick, maryland," usa""",
6073,houston, texas," usa""",28
6074,mt. juliet, tennessee," usa""",30
6076,st. augustine beach, florida," usa""",
6096,peoria heights, illinois," usa""",26
6102,jamaica, ," usa""",28
6112,st.petersburg, florida," usa""",16
6115,kerrville, texas," usa""",
6120,elizabethtown, kentucky," usa""",36
6124,newark, delaware," usa""",26
6125,boca raton, florida," usa""",
6135,littleton, colorado," usa""",
6153,bronx, new york," usa""",
6156,kansas city, missouri," usa""",
6168,staten island, new york," usa""",
6169,spring lake park, minnesota," usa""",
6184,vienna, virginia," usa""",13
6193,brooklyn, new york," usa""",17
6196,burbank, california," usa""",
6217,eugene, oregon," usa""",
6226,madison, alabama," usa""",40
6239,emporia, kansas," usa""",
6243,maineville, ohio," usa""",
6247,memphis, tennessee," usa""",26
6249,el dorado, kansas," usa""",
6251,wahiawa, hawaii," usa""",32
6254,enfield, connecticut," usa""",
6261,intervale, new hampshire," usa""",46
6265,polk city, florida," usa""",69
6308,wisconsin rapids, wisconsin," usa""",
6312,raytown, missouri," usa""",32
6318,ann arbor, michigan," usa""",24
6323,wilmington, north carolina," usa""",35
6333,san jose, california," usa""",45
6338,rochester, new york," usa""",18
6345,lake geneva, wisconsin," usa""",29
6348,lexington, south carolina," usa""",
6349,pinson, alabama," usa""",66
6364,middletown, ohio," usa""",32
6367,beverly hills, california," usa""",
6368,spartanburg, south carolina," usa""",26
6376,omaha, nebraska," usa""",
6394,mill creek, washington," usa""",43
6397,honolulu, hawaii," usa""",59
6398,dallas, texas," usa""",20
6400,fairhope, alabama," usa""",38
6401,aloha, oregon," usa""",
6415,salt lake city, utah," usa""",
6424,huntsburg, ohio," usa""",
6431,wylie, texas," usa""",30
6436,excelsior, minnesota," usa""",
6452,santa rosa, california," usa""",
6456,st. louis, missouri," usa""",25
6462,cary, north carolina," usa""",22
6466,worcester, massachusetts," usa""",44
6470,temecula, california," usa""",
6472,waldorf, maryland," usa""",31
6478,san antonio, texas," usa""",
6489,ankeny, iowa," usa""",
6497,plant city, florida," usa""",
6501,monterey, california," usa""",25
6505,topeka, kansas," usa""",56
6543,strafford, missouri," usa""",34
6556,bentonville, arkansas," usa""",
6563,burien, washington," usa""",31
6566,port angeles, washington," usa""",
6568,ojai, california," usa""",
6574,glendora, california," usa""",62
6575,seattle, washington," usa""",
6577,coral springs, florida," usa""",62
6582,solon, ohio," usa""",35
6599,lacey, washington," usa""",
6601,albuquerque, new mexico," usa""",
6604,vallejo, california," usa""",48
6608,los angeles, california," usa""",23
6629,hazen, north dakota," usa""",19
6637,las vegas, nevada," usa""",30
6652,frankfort, kentucky," usa""",41
6670,union, new jersey," usa""",54
6671,altoona, wisconsin," usa""",54
6679,myrtle beach, south carolina," usa""",
6680,walled lake, michigan," usa""",17
6682,los angeles, california," usa""",16
6689,east lansing, michigan," usa""",
6697,gillette, wyoming," usa""",36
6698,orlando, florida," usa""",20
6700,adrian, missouri," usa""",21
6704,san francisco, california," usa""",32
6710,tulsa, oklahoma," usa""",30
6731,buford, georgia," usa""",29
6737,seattle, washington," usa""",
6761,red wing, minnesota," usa""",53
6763,lebanon, pennsylvania," usa""",
6764,skippack, pennsylvania," usa""",
6768,cahokia, illinois," usa""",35
6769,olympia, washington," usa""",56
6778,addison, texas," usa""",
6781,hopewell, virginia," usa""",22
6787,palatka, florida," usa""",
6788,big rock, illinois," usa""",
6789,boise, idaho," usa""",
6795,portland, oregon," usa""",31
6797,fostoria, ohio," usa""",53
6798,atlanta, georgia," usa""",
6800,dumas, arkansas," usa""",
6801,tumwater, washington," usa""",
6803,austin, texas," usa""",
6815,indianapolis, indiana," usa""",24
6820,falls church, virginia," usa""",46
6824,richardson, texas," usa""",
6831,yakima, washington," usa""",14
6840,gloucester, massachusetts," usa""",17
6853,ft pierce, florida," usa""",
6854,fort pierce, florida," usa""",
6865,north richland hills, texas," usa""",40
6871,raleigh, north carolina," usa""",28
6872,wilton, connecticut," usa""",
6873,mexico, missouri," usa""",75
6884,north liberty, indiana," usa""",25
6893,cartersville, georgia," usa""",20
6894,colorado springs, colorado," usa""",20
6900,sunnyvale, california," usa""",25
6906,cedar rapids, iowa," usa""",63
6910,bothell, washington," usa""",
6912,reston, virginia," usa""",
6917,boise, idaho," usa""",39
6924,bonne terre, missouri," usa""",42
6931,fort collins, colorado," usa""",44
6940,new orleans, louisiana," usa""",32
6941,cincinnati, ohio," usa""",17
6944,santa rosa, california," usa""",
6958,durham, north carolina," usa""",
6965,rochester, minnesota," usa""",
