User-ID,ISBN,Book-Rating
277051,0330262130,10
277051,0385720920,10
277051,0553262505,7
277051,3453171500,7
277053,0590108395,6
277056,3442451353,7
277072,1573229571,9
277085,0434009407,8
277087,8423918335,6
277087,8472230082,5
277094,0064404773,10
277096,0064407667,7
277107,081297106X,10
277107,0843951826,5
277109,0385334141,5
277109,0425191184,5
277109,0751503894,5
277116,3548208975,8
277124,0425189864,9
277124,0440236053,9
277124,0440241073,9
277124,0553586122,5
277135,0865472807,8
277139,0312960344,8
277168,0671032658,4
277168,0812568710,5
277170,0553285920,9
277171,0449213730,8
277171,0451173139,7
277171,0486282406,10
277171,0553580930,9
277171,0804102511,9
277171,080410946X,8
277179,0440414806,10
277179,0679767800,7
277186,0006543545,7
277187,0679745203,9
277188,0525945636,4
277189,074341232X,8
277195,0060391626,10
277195,0330332775,10
277195,055326611X,10
277195,0553347756,10
277195,0553379615,10
277195,0670869902,10
277195,0671021001,10
277195,0671647458,10
277195,1573221856,10
277196,0449209733,10
277196,0553271644,7
277197,0316969680,8
277197,0375703861,7
277197,0440225442,8
277197,0743229878,6
277205,0671664964,7
277212,044023722X,8
277220,0671015648,7
277228,0061044636,6
277229,0312282990,7
277230,037541309X,7
277230,0826308791,5
277235,014029628X,6
277235,0375703861,10
277235,0425188175,7
277237,038550926X,7
277240,0440772109,3
277243,0449005909,8
277246,0452282152,10
277253,0380807343,9
277257,0345422384,8
277261,0440241073,7
277265,0615116426,10
277272,0375708049,7
277272,9726101794,4
277281,0062501860,9
277284,0553581929,7
277285,0806523794,9
277292,1551668726,8
277293,0380721643,4
277314,0446360716,6
277315,0060173289,8
277315,0060976845,5
277317,1561840564,9
277341,084230052X,9
277343,3257204817,8
277348,0446363073,7
277353,0739417096,8
277363,0060393823,1
277363,0156027321,8
277364,0061011509,5
277364,0553576801,5
277367,0312276885,10
277378,0312195516,7
277378,0446608955,4
277378,0670892963,7
277378,0671646575,6
277378,0804114986,5
277378,0812507452,4
277378,0812515560,5
277378,0812515595,4
277397,0399140751,8
277402,051511605X,6
277424,0060170166,8
277435,031215125X,8
277436,0590629786,10
277436,0590629794,10
277436,0590629808,10
277436,0590629816,10
277439,0312242026,5
277439,0316666343,7
277439,0345444892,5
277439,0345452550,5
277439,0399149821,7
277439,0553579134,7
277439,0671027360,7
277444,0849908647,9
277457,3442729785,7
277462,0312195516,10
277469,0553572997,9
277470,0330312367,5
277471,3596200261,10
277473,0785264280,8
277474,014038572X,5
277478,0312113420,7
277478,0312979533,7
277478,0345330129,8
277478,0440213320,7
277478,0449907635,5
277478,0752853694,10
277478,1558745718,8
277478,9068340344,7
277502,0385482388,9
277506,0553148001,10
277508,0446609781,8
277509,1400030382,9
277509,2221090810,10
277517,0452282152,8
277517,0553272586,10
277527,0316777722,10
277527,0374516812,10
277527,0375707166,9
277527,0679439382,7
277527,0679723161,8
277529,0064400557,8
277532,1550544683,7
277533,0452268060,7
277533,0679734775,6
277535,0316601950,9
277535,034543739X,7
277547,3404149114,3
277554,0345392825,9
277554,0345435168,3
277554,0452268060,5
277554,0553211803,7
277556,0345318587,10
277562,0140043519,9
277562,0140274286,6
277563,0312971400,6
277563,0312986769,7
277568,0553583956,5
277575,0142004235,5
277575,0446301582,9
277575,0446608262,9
277586,0312202318,2
277588,8401463017,8
277588,8408039369,6
277589,0425125467,8
277589,0553263226,9
277589,0671026704,7
277589,0812579402,9
277598,0375707972,8
277601,0312421273,3
277601,0679771476,7
277619,0618002219,8
277622,0671025368,10
277623,002542730X,5
277623,0028604199,9
277623,0140340203,9
277623,0312290659,9
277623,0786890436,4
277623,1400031346,8
277623,1400031354,8
277623,1588720756,6
277633,0553245694,7
277641,0375406328,7
277641,0452277337,8
277647,067976397X,8
277648,0679745580,8
277651,0743225406,8
277660,2253006629,8
277662,051510566X,5
277662,052594544X,4
277662,0743206061,4
277662,087542127X,5
277665,3453007867,9
277682,0060096209,7
277691,0446607657,9
277696,0449208281,9
277698,0316769487,6
277698,0425171396,8
277700,0399145850,9
277710,0061015725,4
277710,0312983395,5
277710,0425192032,9
277710,0446611638,5
277710,0446613843,6
277710,0451208765,10
277710,0451210840,5
277710,0451210875,8
277710,0553582763,6
277711,0449911160,6
277711,0553282980,5
277711,0671755056,10
277711,0812967224,7
277711,1573227889,10
277711,3499100045,10
277712,8817106100,9
277714,089296751X,10
277722,0061031070,7
277722,0449005615,10
277722,0804114986,8
277728,0451167783,7
277737,0440217520,8
277740,185326086X,10
277743,0446310786,9
277746,0843950366,9
277752,0316666343,7
277752,0679734775,8
277756,0385484518,7
277759,0553211404,7
277761,0385502532,8
277764,0399501487,9
277765,0553272535,8
277774,0451524462,7
277776,0345339681,7
277778,0061097314,8
277782,0425173739,7
277783,0380778556,8
277788,0440407524,8
277794,0440967694,8
277795,0064406601,5
277797,0440228441,8
277798,0385484518,8
277800,0590684841,7
277801,0380750260,7
277802,0553210793,6
277803,0142001740,8
277807,0345443284,5
277808,0553272535,9
277817,0425173755,10
277823,0140345353,8
277825,0060931396,10
277827,0380778556,9
277828,0380778556,8
277833,0809015803,10
277835,014032724X,10
277844,0140345353,8
277873,0395977894,10
277873,042518336X,5
277873,0553575538,6
277873,0767903579,7
277877,0425126064,5
277879,0671759361,8
277884,0380789019,7
277898,1558744606,8
277901,0064440044,10
277901,0446672211,7
277901,0446675059,7
277901,0452282152,8
277901,0679427430,8
277901,0894716174,9
277903,0440226430,8
277904,006019491X,7
277911,0399138250,10
277913,0452284937,4
277915,0452269571,8
277915,0671510053,7
277919,0451206460,9
277921,0394909674,8
277921,0439104645,9
277922,0345384377,7
277922,0440225701,6
277922,0446609943,7
277922,0553580191,9
277922,0553582917,10
277923,0385492081,9
277928,0374266441,9
277928,0375410287,8
277928,0385301499,8
277928,0449908186,10
277928,0679751602,10
277928,0679764925,8
277928,0679770151,10
277928,0767915062,9
277928,0804105820,9
277928,1573220310,10
277929,0451198948,8
277929,0515129968,9
277929,0553561537,9
277937,0060934417,9
277937,0316168815,7
277937,0316785261,6
277937,0345468694,6
277937,0452283205,7
277937,0452283868,6
277937,0684848406,6
277937,0743225325,6
277937,0743237188,7
277938,0446672211,9
277938,0451184734,8
277938,0743437802,9
277946,080505801X,7
277954,0375507876,9
277958,0142001740,9
277959,0156027321,8
277959,0446529788,6
277959,0553802542,7
277959,0688179088,8
277959,0743204697,10
277959,0767905385,6
277959,1551668904,7
277969,0446527785,8
277975,0440216818,9
277982,0425147711,10
277982,0743420373,8
277982,1853260282,5
277984,0345386108,10
277984,0446611778,10
277984,0515087491,10
277984,0515101486,10
277984,0515104175,10
277989,1558745157,6
277992,0486280500,9
277997,067976402X,8
278007,0316601950,6
278007,034543479X,8
278007,0374480095,8
278007,0446670251,6
278007,0804115761,7
278007,0821766570,5
278007,1551669110,6
278024,0375757597,1
278044,0061092800,7
278044,0553564528,7
278064,0725107251,8
278075,044900371X,7
278075,0452282152,8
278079,0385486804,8
278079,0440236053,5
278085,0374270325,7
278089,0425076695,8
278095,0553210416,7
278100,0425144062,8
278100,0451160916,8
278106,0140244824,9
278107,0446605239,8
278110,0671870998,8
278112,0385472951,8
278112,0440236665,7
278112,0515118230,6
278119,044661162X,9
278122,0375727345,10
278131,0060958022,8
278139,325722575X,8
278140,0590939882,8
278148,0671010123,8
278156,006107635X,5
278159,0385318073,5
278160,044022425X,8
278161,0312870582,5
278162,059035342X,10
278172,0380817144,7
278176,0971880107,9
278185,0060198346,7
278185,0142000205,4
278185,0671038230,5
278197,0553574671,7
278200,0553268937,7
278209,014011291X,6
278209,0452267455,7
278218,0060977493,7
278218,0140039589,7
278218,0224060198,8
278218,0349101779,10
278220,0671003755,8
278238,039480029X,10
278243,0156027321,8
278243,0156711427,8
278243,0375725784,7
278243,0671510053,8
278245,3423205903,9
278246,0618129030,8
278251,044020562X,7
278254,0671027360,8
278255,0440241162,8
278257,0060974788,8
278257,0449912302,5
278257,0451153553,8
278257,0451170385,9
278259,0451163494,9
278259,0451173139,10
278263,0373218036,8
278264,8466303316,8
278270,0679435549,3
278279,0590553232,8
278279,1567184693,5
278297,0743418719,9
278300,0345447832,7
278302,2070495027,9
278307,0375410848,7
278314,006091291X,5
278314,0140309578,8
278314,0385319959,7
278314,0399146431,7
278314,0440414121,8
278314,0679445315,7
278314,0691017840,4
278314,1573221775,2
278325,0440214041,7
278328,0312202911,7
278333,0440225701,10
278336,0312275420,9
278342,0671510053,8
278342,0743225406,8
278345,0061099813,7
278346,0140444173,10
278346,0345334531,6
278346,051513287X,6
278350,0312195516,9
278355,1577780728,9
278361,0312957866,9
278361,0671868691,7
278388,0786886323,8
278396,1853260339,7
278398,0732257476,8
278401,3426600218,9
278411,0446610542,8
278422,0060935464,9
278422,0385475721,8
278422,0671027360,6
278435,3453146972,9
278446,0743418190,6
278449,0312978340,8
278452,0064401324,5
278461,0843949090,10
278465,0440217466,10
278469,0316569321,7
278469,0446679593,6
278469,0743237188,7
278475,0060185147,7
278479,0380788683,8
278483,0380731851,8
278487,0553578693,10
278488,0553577867,8
278491,0826308252,10
278492,0316158720,7
278500,0425167720,5
278501,0486282406,10
278520,0316693251,8
278522,0312955006,7
278522,0425137937,7
278522,0440225590,7
278522,0515124060,7
278522,0553565095,7
278522,0743225406,5
278522,0786889152,7
278525,0394820371,10
278525,0446518581,8
278529,031284879X,7
278534,044900371X,6
278536,0312113420,6
278536,0553106686,8
278536,0874778883,6
278539,0671017128,9
278540,0060937742,1
278541,0142001740,9
278541,1931561648,10
278543,0446605239,5
278543,0553096834,7
278545,0440200989,9
278550,0345339703,10
278551,0425129586,6
278551,044041833X,7
278551,0590660543,5
278552,0345388879,6
278552,0553573616,9
278552,0671021001,7
278552,0671510053,8
278552,0679768203,4
278552,0684829746,10
278554,0060096195,9
278554,0140292683,8
278554,0140293450,8
278554,0152050167,10
278554,0330375253,8
278554,0345423097,10
278554,0385730586,9
278554,0752837613,9
278554,1853260282,7
278556,0671028375,7
278561,0446612545,7
278565,0060976683,8
278565,0446343439,7
278565,0446400009,8
278565,0449219399,9
278571,8420646032,6
278586,0440224624,3
278586,0446606812,5
278586,0553575090,8
278586,0786889187,7
278597,1401300057,9
278601,0767902890,8
278637,2877304892,7
278641,0765342294,9
278645,0060959037,8
278648,0515109509,5
278648,1576731235,5
278650,0862321107,9
278663,0061095052,5
278663,0061097314,4
278663,0440223202,10
278663,044023574X,7
278668,8408022938,5
278672,0679731148,7
278681,0375704965,7
278683,0446364495,1
278694,0425182215,7
278694,0451410017,8
278694,0515132039,6
278694,074341022X,8
278694,0743437802,9
278720,359625180X,5
278723,0446607657,4
278724,0679735909,8
278732,0786867647,8
278740,0446609404,8
278755,0385492081,1
278760,0399147772,7
278767,0553574078,6
278772,0312186681,10
278773,0140270590,7
278773,0345457374,9
278773,0380731851,8
278773,0553578316,3
278782,0553408453,7
278782,0860680649,5
278786,0399146164,6
278798,0316284955,7
278798,0786868015,7
278800,0312995423,9
278807,0449223612,10
278818,0064405788,10
278818,0743400526,9
278820,0399135790,3
278824,0671014188,6
278825,0805047379,5
278828,0671014196,8
278831,0449205193,10
278832,155874262X,10
278832,1558745718,10
278832,1558747109,10
278836,0312983867,8
278844,0345387651,6
278846,0060809833,8
278849,0380698439,9
278851,0439050006,5
278851,0440486599,5
278851,0894803700,5
278851,1558531025,8
278852,0449907597,8
278854,0375703063,7
278854,042516098X,7
278854,0553275739,6
278854,0553579606,8
8,0002005018,5
9,0452264464,6
16,0345402871,9
17,0425099148,7
17,0553264990,5
17,0891075275,6
17,0891076182,3
19,0375759778,7
26,0446310786,10
26,0449005615,9
32,0060168013,8
39,0553582909,8
39,0671888587,7
42,0553582747,7
44,0440223571,8
51,0440225701,9
53,0060914068,3
53,0380715899,9
56,0671623249,7
56,0679865691,9
69,1853260053,8
73,0060938412,5
75,1558531025,5
78,0394895894,8
81,0375410538,5
83,087113375X,7
85,0340767936,5
97,0671867156,7
99,0312252617,8
99,0312261594,8
99,0316748641,7
99,0446677450,10
99,0451166892,3
107,0671864769,8
114,0312953453,7
114,0446608653,9
114,0446612545,9
114,0446612618,8
114,0451208080,8
114,0553584383,9
114,0671027360,10
114,0812575954,5
125,0679429220,10
129,0316735736,7
165,0060976845,9
165,0061099325,4
165,0446612545,5
169,0446601640,7
178,0451410319,6
185,0380778556,10
202,0140252800,6
212,0060801263,8
224,0446527165,8
226,0671461494,8
228,0385337639,7
228,039575514X,9
230,0451206673,6
232,0486284735,8
242,0553278223,10
242,3257208626,8
242,3257233051,9
242,3453212150,7
242,3492045642,8
242,3498020862,8
242,3596292646,7
244,0060977493,7
244,0060987103,8
244,0151008116,9
244,0375704965,8
244,0525947647,9
244,0804111359,8
244,155874262X,6
244,1558744150,6
256,0440235502,9
256,044023722X,8
257,1573225487,8
257,1853260673,8
272,0060977477,7
280,0316769487,7
291,0972044205,9
300,0312963009,5
300,0380728729,5
300,0449912302,9
300,0812541642,5
326,0684193957,10
332,0380730138,6
334,1573228737,8
337,9681500555,9
339,0452283914,8
356,0380728273,7
361,8433914545,8
362,0446606197,7
367,0449005615,9
372,3596214629,8
383,0380815923,10
383,0385416342,10
383,0517577402,10
383,0743411269,5
387,0451527747,10
387,0812504208,9
388,0060973897,8
388,0060976845,3
388,006101351X,6
388,0449002632,7
388,0449213773,10
388,0452279690,10
388,0553569058,10
388,1573225126,5
388,1878424319,7
408,0312283784,8
408,0553582682,9
413,0553210092,8
413,0553258524,7
424,0425156842,7
424,0452277337,7
424,0671021001,6
424,0805063897,8
430,0679777431,8
431,0553285343,4
433,0842329129,5
440,0743424425,10
440,0786868015,7
441,0446610178,7
441,0743229878,8
444,0385337132,7
444,0440235057,7
446,0060925000,8
446,0060932759,8
446,0061000280,10
446,039914739X,3
446,0486281965,10
446,081296666X,5
453,0312278586,6
460,8845229041,3
476,0312288115,5
476,0515118656,8
486,0060976845,8
486,0451202341,8
486,0743418190,7
487,0345441133,7
487,0385335407,8
487,0385490992,7
487,0486272664,9
487,0671888587,6
493,0385472951,8
494,0451195663,5
496,0425182878,8
496,055356451X,8
499,0743412621,10
503,0140179836,10
503,0345348656,8
503,0385496095,10
503,0439099404,10
503,0440241006,10
503,0515131679,8
503,068484267X,10
503,1558743669,10
505,006017143X,9
505,0345313860,7
505,0385306032,8
505,042517736X,7
505,0671868713,8
505,0679401377,8
505,0805056491,9
505,1562827049,8
508,0385335679,6
508,0440122090,7
512,0671525832,5
513,0553279572,9
523,0060930187,8
565,0061042943,8
566,0399144463,2
566,0618231617,8
566,0743444167,6
567,0140185216,10
567,0425174484,8
567,0486272745,10
567,0684717255,9
592,0062507249,7
595,0060083298,9
595,0140293248,9
595,0446610399,9
595,0446672211,10
596,0743213831,8
619,0062517856,7
619,015600710X,8
619,0316735027,6
619,193156146X,9
620,0449245691,7
625,2253004022,9
625,2253007102,10
625,2266084372,8
626,3492207006,10
628,3442724686,5
628,3596144434,4
639,0451176812,7
640,0718144538,8
641,0064407667,5
649,0375501347,7
650,0060927240,7
657,038529929X,6
660,1573229571,8
677,0345418778,8
683,0517201658,8
685,039914370X,7
685,0743211383,10
695,0451205421,7
695,0812521331,7
709,0064405052,9
709,015216250X,10
709,0152162577,10
709,0316666343,3
709,0345391802,7
709,0440219078,10
709,0590897985,9
712,3404118960,5
712,349913358X,6
713,0753804700,10
714,0451155750,7
717,0671694049,7
726,0373250339,5
726,0380820447,10
726,0385497679,10
726,0451454243,10
728,067175145X,5
735,038533334X,4
735,0440222818,7
735,0440224829,9
735,044661162X,9
735,0449001954,8
735,0451185277,8
735,0515134368,9
741,0140065172,10
741,0373037449,10
741,0451524489,10
741,0451526503,10
744,0425113892,7
744,042512892X,8
744,0425137945,8
746,0375821813,8
746,0394820371,8
746,0812516826,5
753,0871137380,10
756,0553568760,5
757,034538184X,8
758,0140620109,9
758,0140620125,10
759,0671745530,7
763,0553211412,8
763,0671510053,10
763,0805062971,10
765,1573229385,8
769,0060914653,10
771,0345347536,10
774,055321313X,8
776,0060529709,7
776,0140274154,9
776,0375704027,8
776,0876850867,8
777,0590484753,9
778,039914739X,10
780,0449911004,10
785,0743237188,5
786,0553584510,6
786,0553586122,3
818,067142517X,5
819,0345384466,5
819,0446364193,7
819,0451124340,5
819,0671726889,5
824,0679734775,5
827,0425124819,10
828,0345409469,10
834,0141001771,5
834,0373250177,2
834,0449005569,3
834,0671027344,7
834,0786884622,3
834,1558747346,5
843,006019491X,8
843,0066211611,8
843,0684819066,8
843,0786927089,8
850,0671578103,6
853,0140042520,8
853,0345358791,5
853,0345375211,9
883,0140266771,7
886,0679723420,7
887,0441004016,8
896,0140620338,8
899,0971880107,2
899,3257061269,9
899,3453088433,4
900,0060928336,9
900,0449212084,5
900,0553572490,6
900,0553576976,5
901,000649840X,9
901,0099771519,9
901,0140431268,8
901,0785268480,10
902,067102535X,8
903,0876855575,9
913,0140272658,8
915,0156027321,10
938,0385335482,9
941,0553258001,9
951,0375704043,8
965,0805063889,9
969,068986020X,8
973,1573228567,10
999,0441003257,7
1003,0451202503,5
1008,0312195516,9
1009,0399149759,8
1009,0451181468,9
1009,0671028375,10
1010,0345384733,5
1016,0399146008,7
1019,0515132632,8
1021,0060930535,10
1022,0375702709,10
1022,044990928X,8
1024,0060916508,7
1024,0671038184,5
1031,0345458915,7
1031,0671027360,7
1032,006092988X,8
1032,038531258X,10
1032,0446310786,10
1038,0140317937,5
1040,0743225406,5
1048,0553256696,9
1054,0375413081,9
1054,1400034779,8
1057,038533303X,6
1057,0451163753,10
1060,0786885688,8
1063,0345387007,5
1063,0671880187,5
1075,0142001740,10
1075,0316666343,7
1075,0375726403,7
1075,0385504209,7
1075,0553377868,9
1075,0609608444,10
1075,0767902521,9
1075,0892967048,8
1075,1400034779,5
1079,0915811332,8
1082,1558744606,10
1083,014131088X,10
1083,0345325818,10
1083,044023767X,10
1083,0451526503,6
1083,080410753X,7
1093,0312983212,6
1108,0385508417,7
1111,0385510438,8
1113,0385324057,9
1116,0061030651,8
1116,006109594X,7
1116,031298250X,4
1116,0425185710,6
1116,0553575619,5
1118,0399144463,8
1118,0671527215,9
1129,0064407667,4
1129,014025448X,7
1129,0385472951,6
1129,0385493800,6
1129,0553377876,3
1129,1400062888,3
1129,1558612815,9
1129,1931520038,10
1133,0446611239,8
1140,0671880187,10
1150,0486280616,10
1155,006101253X,7
1155,0373250223,8
1155,0380814021,6
1155,0380817683,10
1155,0451409256,9
1155,0671000381,7
1155,0671032658,9
1155,0671689231,7
1155,0743405978,8
1161,0061098795,5
1161,0375725784,5
1164,0380012774,10
1166,225313922X,9
1167,0060929596,10
1167,0373834985,5
1167,038533656X,5
1167,0440217520,5
1167,0440224675,8
1167,0679450548,7
1167,0743230213,7
1167,0802135196,9
1169,0375707425,6
1178,0440940001,2
1180,0812565959,10
1184,0425163385,7
1184,0553585118,3
1200,0380773155,9
1210,0679731148,9
1214,0380600129,8
1214,0451522389,8
1219,082176828X,6
1223,0316693324,3
1234,8420725927,9
1235,0345378490,9
1248,0345367898,10
1248,0393029190,10
1248,0440455332,10
1248,0449912558,10
1248,0553110721,10
1248,0553580272,10
1248,0679452281,9
1249,0440226430,5
1249,0671004565,8
1249,0684835983,8
1250,0385721358,8
1252,031231616X,8
1254,0894805770,10
1254,089480829X,10
1259,0062502174,7
1261,0316776963,8
1261,0345401123,7
1261,0345438329,6
1261,0452282152,7
1261,0688177751,8
1264,0375707972,8
1267,0060094850,5
1279,0872860175,5
1281,0345446860,7
1293,0446310492,10
1294,0399145087,7
1294,0812590244,8
1297,0060192119,8
1297,0679731148,7
1297,0836218256,7
1309,0316969680,7
1309,0425178765,10
1309,055357227X,10
1330,3518368540,10
1331,0141180633,9
1343,0552996009,9
1343,0590660543,10
1361,3423125551,10
1368,0060514949,7
1368,0066210151,7
1368,0375411992,5
1368,0425188361,7
1372,3423620196,10
1375,0743203313,5
1376,0345417623,8
1376,0425177173,9
1376,042517736X,7
1377,0440224764,8
1389,0553572997,9
1395,193072229X,10
1396,0380727501,10
1399,0312423799,9
1399,037542217X,9
1403,0345440773,8
1409,0061093106,8
1409,0373218192,8
1409,042517736X,9
1409,0440208912,8
1409,0515120006,6
1409,0515127396,5
1410,0684868911,9
1412,0156027321,9
1412,0345416260,9
1412,0345433084,6
1412,0385486804,9
1412,0385494785,9
1412,0385512104,9
1412,0451180208,7
1417,0525237704,7
1427,0062502182,10
1433,0743418174,3
1434,0060175400,10
1436,044022165X,6
1436,0451201558,9
1439,0061032077,8
1442,2253004243,10
1448,0679459626,6
1455,0812566629,8
1485,0380717085,8
1485,0440512158,10
1486,0971880107,5
1489,0385492081,8
1491,0451524829,7
1499,0465090974,5
1500,0670848549,7
1504,0345370775,8
1511,0345391802,9
1511,0425130215,7
1513,0671510053,8
1515,0671027344,9
1519,0671028375,8
1530,044023722X,8
1535,067976402X,10
1539,1558532161,10
1550,0802713661,9
1554,0440237688,9
1558,0374281602,9
1558,0425167720,7
1558,0446519960,10
1558,0609610597,10
1559,0060173289,10
1570,0156787334,10
1585,0316182540,7
1585,0316919896,7
1585,0345413903,7
1585,0446604658,6
1585,0446611611,6
1585,0449212602,8
1585,0451178033,6
1585,0553282476,7
1585,0553299506,7
1585,0684867621,4
1586,0590634275,7
1589,0061031569,5
1591,3257228007,10
1596,0060002492,5
1596,0385511612,6
1596,0679426159,6
1597,0316569321,7
1597,0671020315,5
1597,067169071X,7
1597,0679732241,4
1608,0449212602,10
1608,0449214982,5
1608,0515090174,8
1608,0515095826,8
1608,0515111279,8
1617,0385475713,7
1617,0553268449,8
1619,0440225701,9
1619,0553280341,7
1619,0553578693,7
1641,0553375407,7
1650,0804106304,10
1652,0151006903,7
1652,0385504209,7
1652,0679744479,7
1660,0312983654,6
1660,0345454073,3
1660,0553561618,6
1660,0553582747,5
1660,0553582933,7
1660,0671034022,6
1660,089480829X,7
1688,0515122491,5
1688,051512902X,5
1688,0515131091,6
1696,8484502112,8
1706,0345392825,5
1706,0446606723,7
1706,0451524934,10
1706,0679721819,8
1718,0743418174,8
1719,0375412972,7
1719,0671027123,3
1719,0679745645,7
1719,1569470901,5
1721,0449225151,9
1725,0765342405,9
1725,844062719X,10
1725,844507119X,10
1725,8466307982,7
1730,0767905180,8
1759,067164257X,8
1768,0440226430,10
1773,0804106304,9
1775,0140348107,8
1790,0060506679,4
1790,0375701427,8
1790,044022165X,5
1790,0553135457,6
1790,0671793489,8
1791,0380000830,8
1791,0380014300,8
1792,155874262X,8
1803,0385504209,9
1805,0060936363,7
1805,0312195516,9
1805,0312281250,7
1805,038082101X,7
1805,843760494X,8
1812,0312979479,9
1812,0375727566,8
1812,0671708635,7
1838,0061012289,9
1838,0425162788,9
1841,0451208811,5
1846,2070419878,10
1859,0812515609,8
1863,3442424623,8
1869,0425122123,8
1881,080410882X,4
1892,0767902521,9
1898,0060922532,8
1898,0060951710,9
1898,0385484518,8
1898,0786864133,8
1901,0345380274,4
1901,0440224039,6
1905,0553274503,5
1915,0440224659,7
1918,1841492086,8
1928,0316666343,10
1928,0394830148,9
1933,0440226430,8
1937,0060175532,7
1945,0671023373,10
1947,0679748083,9
1949,0425175405,8
1951,0749930721,7
1978,0425185702,10
1989,0684862719,9
1996,0140272658,8
1996,0552998338,7
2010,0380796090,6
2010,0399147357,7
2010,0440221420,5
2010,0446604666,10
2010,0451197879,8
2010,0684836491,5
2010,0684859262,8
2010,0688156126,9
2010,0740704532,8
2010,0836221974,5
2012,0316154067,9
2012,0345353145,8
2012,0413588106,10
2012,0449221482,8
2012,0515120863,6
2012,0553279912,10
2012,0553348973,5
2012,0670892963,2
2012,0671023616,8
2018,0446516538,5
2019,0440211727,5
2019,0440214041,5
2035,0140376410,8
2036,0452281296,8
2036,1573229326,9
2041,0345406036,8
2041,0385416342,7
2041,0385424736,7
2041,0671617028,8
2041,0671672576,6
2041,0679743243,5
2041,068483376X,1
2041,068484270X,5
2060,0380896931,9
2063,0971942315,8
2070,0553275860,9
2075,3423105518,10
2084,843396951X,7
2084,8440616368,9
2089,0446605239,10
2090,0380470845,8
2090,0440162041,10
2090,0671646575,5
2090,0671739778,6
2097,0060955775,9
2099,0440224764,8
2103,0385472951,9
2103,0451451686,10
2103,0671577727,10
2103,0671721720,10
2103,0671875965,10
2103,068486780X,8
2105,0671004549,7
2106,0312422601,5
2106,0553565915,8
2106,081297106X,6
2108,0553572997,9
2109,055356160X,4
2115,0515120618,7
2116,0671004573,7
2119,0971766711,5
2127,0446605239,8
2132,0060002050,8
2132,0451208293,9
2132,0553583905,1
2132,1551666766,8
2132,1551668424,8
2134,0684866048,10
2135,0446400688,6
2136,0399143335,8
2136,0441001866,8
2136,0515134384,8
2139,0142004235,8
2139,0385335830,7
2139,0515130389,10
2139,0515135062,10
2139,0553272837,10
2139,0743262174,8
2147,0689859376,8
2148,0316182540,8
2152,037542217X,7
2152,0375727132,7
2152,0446612545,7
2169,0743412028,7
2170,3442429439,7
2172,0425169693,5
2178,0452269571,5
2181,0765341840,8
2183,0671021001,9
2189,0141002077,6
2189,0312243359,8
2190,0812579569,7
2197,0312291639,9
2197,0449702146,10
2197,0449702545,8
2197,0590471570,9
2197,1550223968,8
2198,0451524934,10
2199,0099771519,9
2203,014043187X,7
2204,0440211727,9
2216,3257218370,8
2218,0425101452,8
2222,014018869X,9
2224,2070374637,7
2230,0375505296,2
2238,0553348981,10
2250,0684874350,8
2253,0446611212,8
2255,0316168688,8
2255,0425175405,7
2255,0452264790,8
2271,0684874350,10
2281,0425181103,7
2287,0060981180,6
2287,0140077022,5
2287,0375706062,6
2287,0380014033,7
2287,0425147622,7
2287,0446360856,6
2287,0451180410,7
