User-ID,User-City,User-State,User-Country,User-Age
2719,staten island, new york," usa""",37.0
2766,frisco, texas," usa""",42.0
2790,san antonio, texas," usa""",50.0
2793,jefferson, georgia," usa""",34.0
2854,deptford, new jersey," usa""",36.0
2855,dallas, texas," usa""",35.0
2861,columbus, ohio," usa""",26.0
2883,pacific grove, california," usa""",43.0
2892,portland, oregon," usa""",26.0
2914,san jose, california," usa""",34.0
2945,franklin, tennessee," usa""",29.0
2948,raleigh, north carolina," usa""",24.0
2954,wichita, kansas," usa""",71.0
2977,richland, washington," usa""",25.0
2995,belleville, illinois," usa""",61.0
3052,houston, texas," usa""",31.0
3063,fort washington, maryland," usa""",57.0
3087,berthoud, colorado," usa""",20.0
3100,oakland, california," usa""",42.0
3104,watertown, massachusetts," usa""",27.0
3133,wapakoneta, ohio," usa""",34.0
3142,lawrenceville, georgia," usa""",29.0
3145,austin, texas," usa""",34.0
3150,phoenix, arizona," usa""",51.0
3166,dallas, georgia," usa""",15.0
3167,milwaukee, wisconsin," usa""",42.0
3172,arlington, virginia," usa""",32.0
3174,flagstaff, arizona," usa""",24.0
3194,logan, utah," usa""",20.0
3197,ore city, texas," usa""",38.0
3243,atlanta, georgia," usa""",28.0
3260,lawrenceville, georgia," usa""",45.0
3296,rochester, minnesota," usa""",63.0
3300,cabot, arkansas," usa""",49.0
3331,mckeesport, pennsylvania," usa""",60.0
3344,tucson, arizona," usa""",61.0
3350,colorado springs, colorado," usa""",23.0
3363,knoxville, tennessee," usa""",29.0
3371,groveland, massachusetts," usa""",25.0
3373,elk grove, california," usa""",30.0
3393,aurora, illinois," usa""",55.0
3418,san diego, california," usa""",14.0
3427,eldorado, illinois," usa""",50.0
3445,la mirada, california," usa""",45.0
3467,fort wayne, indiana," usa""",36.0
3472,seattle, washington," usa""",24.0
3481,littleton, colorado," usa""",49.0
3505,florissant, missouri," usa""",30.0
3509,san diego, california," usa""",29.0
3514,evansville, indiana," usa""",22.0
3543,elgin, texas," usa""",37.0
3544,edgewater, maryland," usa""",58.0
3546,milwaukee, wisconsin," usa""",27.0
3556,bismarck, north dakota," usa""",68.0
3573,fair lawn, new jersey," usa""",32.0
3580,essington, pennsylvania," usa""",44.0
3601,tallahassee, florida," usa""",33.0
3605,bristol, rhode island," usa""",28.0
3669,williamsburg, massachusetts," usa""",34.0
3679,allston, massachusetts," usa""",25.0
3693,hampton, virginia," usa""",23.0
3694,raleigh, north carolina," usa""",16.0
3709,lucama, north carolina," usa""",30.0
3719,eielson afb, alaska," usa""",18.0
3728,pembroke pines, florida," usa""",40.0
3756,round rock, texas," usa""",44.0
3775,port angeles, washington," usa""",57.0
3792,sacramento, california," usa""",12.0
3817,columbia, south carolina," usa""",29.0
3821,scottdale, pennsylvania," usa""",36.0
3827,orlando, florida," usa""",23.0
3840,meriden, connecticut," usa""",46.0
3865,chandler, arizona," usa""",25.0
3869,chapel hill, north carolina," usa""",38.0
3884,arlington, washington," usa""",64.0
3910,allston, massachusetts," usa""",25.0
3921,geneva, illinois," usa""",45.0
3938,los banos, california," usa""",37.0
3939,kenai, alaska," usa""",53.0
3954,detroit, michigan," usa""",24.0
3975,c.m.c.h., new jersey," usa""",29.0
3977,columbiana, alabama," usa""",63.0
3999,new braunfels, texas," usa""",71.0
4017,new orleans, louisiana," usa""",48.0
4035,alameda, california," usa""",60.0
4066,birmingham, alabama," usa""",31.0
4091,estill springs, tennessee," usa""",77.0
4092,hixson, tennessee," usa""",27.0
4122,portland, oregon," usa""",24.0
4138,austin, texas," usa""",20.0
4157,birmingham, alabama," usa""",39.0
4165,kasilof, alaska," usa""",53.0
4169,fairbanks, alaska," usa""",57.0
4179,fairbanks, alaska," usa""",18.0
4181,anchorage, alaska," usa""",44.0
4183,anchorage, alaska," usa""",57.0
4185,graham, washington," usa""",63.0
4187,wasilla, alaska," usa""",35.0
4188,north pole, alaska," usa""",34.0
4191,juneau, alaska," usa""",26.0
4197,anchorage, alaska," usa""",61.0
4198,new port richey, florida," usa""",14.0
4228,austin, texas," usa""",41.0
4285,adrian, michigan," usa""",50.0
4375,rockville, connecticut," usa""",32.0
4385,albq, new mexico," usa""",33.0
4444,washington, dc," usa""",29.0
4516,greenville, south carolina," usa""",66.0
4541,atlanta, georgia," usa""",32.0
4570,santa monica, california," usa""",40.0
4573,santa cruz, california," usa""",32.0
4600,little rock, arkansas," usa""",32.0
4622,norfolk, virginia," usa""",18.0
4714,mentor, ohio," usa""",22.0
4769,ny, new york," usa""",35.0
4784,arvada, colorado," usa""",21.0
4785,litchfield, connecticut," usa""",30.0
4795,rochester, new york," usa""",18.0
4821,lagrangeville, new york," usa""",44.0
4823,van nuys, california," usa""",37.0
4864,atascadero, california," usa""",30.0
4870,seattle, washington," usa""",39.0
4938,charleston, south carolina," usa""",30.0
4980,arvada, colorado," usa""",21.0
4994,largo, florida," usa""",16.0
4995,chicago, illinois," usa""",33.0
4999,aurora, colorado," usa""",54.0
5012,san francisco, california," usa""",21.0
5034,carlisle, pennsylvania," usa""",21.0
5037,dodge center, minnesota," usa""",26.0
5049,inver grove heights, minnesota," usa""",32.0
5055,brunswick, maine," usa""",15.0
5062,san francisco, california," usa""",22.0
5100,boise, idaho," usa""",36.0
5126,chula vista, california," usa""",53.0
5162,tehachapi, california," usa""",66.0
5170,newark, california," usa""",18.0
5186,orange park, florida," usa""",50.0
5207,indianapolis, indiana," usa""",34.0
5209,medford, new jersey," usa""",48.0
5285,atascadero, california," usa""",38.0
5286,dallas, texas," usa""",18.0
5296,brooklyn, new york," usa""",34.0
5358,richardson, texas," usa""",52.0
5359,farmington, connecticut," usa""",55.0
5361,three rivers, michigan," usa""",72.0
5375,placerville, california," usa""",47.0
5376,portland, maine," usa""",41.0
5385,loomis, california," usa""",30.0
5426,greensboro, north carolina," usa""",32.0
5429,sacramento, california," usa""",51.0
5439,houston, texas," usa""",66.0
5448,pine bush, new york," usa""",14.0
5451,murphysboro, illinois," usa""",24.0
5452,reseda, california," usa""",26.0
5469,savannah, georgia," usa""",26.0
5490,lake charles, louisiana," usa""",33.0
5506,cortlandt manor, new york," usa""",19.0
5539,austin, texas," usa""",32.0
5543,cumberland, maryland," usa""",29.0
5582,seattle, washington," usa""",26.0
5585,arlington, virginia," usa""",39.0
5591,webster, florida," usa""",58.0
5665,orlando, florida," usa""",40.0
5674,jackson, new jersey," usa""",15.0
5710,austin, texas," usa""",28.0
5722,providence, rhode island," usa""",23.0
5728,cullowhee, north carolina," usa""",22.0
5737,newcastle, washington," usa""",44.0
5741,redlands, california," usa""",20.0
5766,powder springs, georgia," usa""",40.0
5774,dallas, texas," usa""",32.0
5775,melbourne, florida," usa""",34.0
5777,the san francisco bay area, california," usa""",2.0
5782,stillwater, minnesota," usa""",62.0
5783,fullerton, california," usa""",32.0
5830,sacramento, california," usa""",19.0
5860,sparta, illinois," usa""",41.0
5861,rowland heights, california," usa""",17.0
5867,new orleans, louisiana," usa""",24.0
5868,lacey, washington," usa""",47.0
5875,harrisburg, pennsylvania," usa""",15.0
5920,albany, oregon," usa""",35.0
5922,bozeman, montana," usa""",19.0
5956,indianapolis, indiana," usa""",27.0
5963,san diego, california," usa""",38.0
5988,grand prairie, texas," usa""",49.0
5990,boise, idaho," usa""",43.0
5998,seattle, washington," usa""",32.0
6018,chapel hill, north carolina," usa""",38.0
6022,baton rouge, louisiana," usa""",18.0
6051,austin, texas," usa""",33.0
6073,houston, texas," usa""",28.0
6074,mt. juliet, tennessee," usa""",30.0
6096,peoria heights, illinois," usa""",26.0
6112,st.petersburg, florida," usa""",16.0
6120,elizabethtown, kentucky," usa""",36.0
6124,newark, delaware," usa""",26.0
6184,vienna, virginia," usa""",13.0
6193,brooklyn, new york," usa""",17.0
6226,madison, alabama," usa""",40.0
6247,memphis, tennessee," usa""",26.0
6251,wahiawa, hawaii," usa""",32.0
6261,intervale, new hampshire," usa""",46.0
6265,polk city, florida," usa""",69.0
6312,raytown, missouri," usa""",32.0
6318,ann arbor, michigan," usa""",24.0
6323,wilmington, north carolina," usa""",35.0
6333,san jose, california," usa""",45.0
6338,rochester, new york," usa""",18.0
6345,lake geneva, wisconsin," usa""",29.0
6349,pinson, alabama," usa""",66.0
6364,middletown, ohio," usa""",32.0
6368,spartanburg, south carolina," usa""",26.0
6394,mill creek, washington," usa""",43.0
6397,honolulu, hawaii," usa""",59.0
6398,dallas, texas," usa""",20.0
6400,fairhope, alabama," usa""",38.0
6431,wylie, texas," usa""",30.0
6456,st. louis, missouri," usa""",25.0
6462,cary, north carolina," usa""",22.0
6466,worcester, massachusetts," usa""",44.0
6472,waldorf, maryland," usa""",31.0
6501,monterey, california," usa""",25.0
6505,topeka, kansas," usa""",56.0
6543,strafford, missouri," usa""",34.0
6563,burien, washington," usa""",31.0
6574,glendora, california," usa""",62.0
6577,coral springs, florida," usa""",62.0
6582,solon, ohio," usa""",35.0
6604,vallejo, california," usa""",48.0
6608,los angeles, california," usa""",23.0
6629,hazen, north dakota," usa""",19.0
6637,las vegas, nevada," usa""",30.0
6652,frankfort, kentucky," usa""",41.0
6670,union, new jersey," usa""",54.0
6671,altoona, wisconsin," usa""",54.0
6680,walled lake, michigan," usa""",17.0
6682,los angeles, california," usa""",16.0
6697,gillette, wyoming," usa""",36.0
6698,orlando, florida," usa""",20.0
6700,adrian, missouri," usa""",21.0
6704,san francisco, california," usa""",32.0
6710,tulsa, oklahoma," usa""",30.0
6731,buford, georgia," usa""",29.0
6761,red wing, minnesota," usa""",53.0
6768,cahokia, illinois," usa""",35.0
6769,olympia, washington," usa""",56.0
6781,hopewell, virginia," usa""",22.0
6795,portland, oregon," usa""",31.0
6797,fostoria, ohio," usa""",53.0
6815,indianapolis, indiana," usa""",24.0
6820,falls church, virginia," usa""",46.0
6831,yakima, washington," usa""",14.0
6840,gloucester, massachusetts," usa""",17.0
6865,north richland hills, texas," usa""",40.0
6871,raleigh, north carolina," usa""",28.0
6873,mexico, missouri," usa""",75.0
6884,north liberty, indiana," usa""",25.0
6893,cartersville, georgia," usa""",20.0
6894,colorado springs, colorado," usa""",20.0
6900,sunnyvale, california," usa""",25.0
6906,cedar rapids, iowa," usa""",63.0
6917,boise, idaho," usa""",39.0
6924,bonne terre, missouri," usa""",42.0
6931,fort collins, colorado," usa""",44.0
6940,new orleans, louisiana," usa""",32.0
6941,cincinnati, ohio," usa""",17.0
6966,winter haven, florida," usa""",42.0
6968,li, new york," usa""",28.0
6990,omaha, nebraska," usa""",29.0
7002,branch, louisiana," usa""",32.0
7010,joplin, missouri," usa""",27.0
7021,chula vista, california," usa""",39.0
7035,windsor, connecticut," usa""",42.0
7053,iowa city, iowa," usa""",29.0
7055,freeport, illinois," usa""",64.0
7065,irving, texas," usa""",37.0
7072,bismarck, north dakota," usa""",11.0
7084,pocahontas, arkansas," usa""",22.0
7119,rock hill, missouri," usa""",66.0
7125,apo, ae," usa""",28.0
7128,apo, ae," usa""",8.0
7134,bothell, washington," usa""",23.0
7156,st. louis, missouri," usa""",20.0
7158,omaha, nebraska," usa""",30.0
7160,fort atkinson, wisconsin," usa""",24.0
7194,richmond, virginia," usa""",25.0
7197,henderson, nevada," usa""",36.0
7218,la crescenta, california," usa""",31.0
7248,virginia beach, virginia," usa""",22.0
7253,augusta, georgia," usa""",32.0
7283,saint marys, georgia," usa""",30.0
7286,pasco, washington," usa""",28.0
7301,worcester, massachusetts," usa""",25.0
7303,scott, arkansas," usa""",29.0
7306,carpinteria, california," usa""",29.0
7312,walnut ridge, arkansas," usa""",23.0
7318,muskegon, michigan," usa""",34.0
7319,pittsburgh, pennsylvania," usa""",23.0
7338,roswell, georgia," usa""",33.0
7346,sunnyvale, california," usa""",49.0
7352,houston, texas," usa""",53.0
7364,ithaca, new york," usa""",26.0
7377,tampa, florida," usa""",41.0
7384,miami, florida," usa""",28.0
7392,jacksonville, florida," usa""",34.0
7398,naperville, illinois," usa""",19.0
7400,oregon city, oregon," usa""",22.0
7403,terrell, texas," usa""",14.0
7418,multiple, traveling nurse do 3 months at a time all over us," usa""",34.0
7424,brooklyn, new york," usa""",32.0
7429,pollock pines, california," usa""",73.0
7431,san francisco, california," usa""",25.0
7440,los osos, california," usa""",25.0
7467,brookline, massachusetts," usa""",26.0
7469,woodstock, georgia," usa""",18.0
7474,eagle, idaho," usa""",50.0
7482,macarthur, west virginia," usa""",49.0
7495,northglenn, colorado," usa""",43.0
7523,st. louis, missouri," usa""",35.0
7524,gloucester, massachusetts," usa""",27.0
7557,graham, washington," usa""",23.0
7576,san francisco, california," usa""",38.0
7614,santa cruz, california," usa""",24.0
7620,knoxville, tennessee," usa""",21.0
7630,lincoln, nebraska," usa""",49.0
7650,clarksville, tennessee," usa""",21.0
7651,olive branch, mississippi," usa""",21.0
7744,pembroke pines, florida," usa""",34.0
7769,washington, dc," usa""",30.0
7820,saratoga, california," usa""",20.0
7874,damascus, maryland," usa""",25.0
7875,pomona, california," usa""",19.0
7877,eagan, minnesota," usa""",41.0
7882,milwaukee, wisconsin," usa""",34.0
7887,altoona, pennsylvania," usa""",23.0
7908,ventura, california," usa""",18.0
7909,hopewell junction, new york," usa""",56.0
7913,mission hills, california," usa""",43.0
7924,fort pierce, florida," usa""",62.0
7928,durand, michigan," usa""",39.0
7942,el cajon, california," usa""",17.0
7962,albuquerque, new mexico," usa""",54.0
7965,hilliard, ohio," usa""",15.0
7980,cambridge, massachusetts," usa""",34.0
7983,longview, washington," usa""",26.0
7984,memphis, tennessee," usa""",30.0
8006,milton, massachusetts," usa""",34.0
8016,tallahassee, florida," usa""",38.0
8067,owings mills, maryland," usa""",26.0
8073,niles, michigan," usa""",50.0
8104,white bear lake, minnesota," usa""",22.0
8134,needham, massachusetts," usa""",28.0
8142,baton rouge, louisiana," usa""",37.0
8154,toledo, ohio," usa""",36.0
8186,baltimore, maryland," usa""",33.0
8189,denver, colorado," usa""",24.0
8201,clawson, michigan," usa""",37.0
8219,san francisco, california," usa""",25.0
8220,cleveland, tennessee," usa""",34.0
8225,syracuse, new york," usa""",25.0
8234,colorado springs, colorado," usa""",44.0
8238,ambridge, pennsylvania," usa""",31.0
8240,lawrenceburg, indiana," usa""",50.0
8245,torrance, california," usa""",31.0
8250,carrollton, texas," usa""",34.0
8253,tulsa, oklahoma," usa""",26.0
8255,savage, minnesota," usa""",47.0
8268,dallas, texas," usa""",35.0
8278,cortland, new york," usa""",22.0
8284,manchester, kentucky," usa""",28.0
8296,livermore falls, maine," usa""",28.0
8309,mount holly, new jersey," usa""",44.0
8313,warrenville, illinois," usa""",36.0
8314,newark, california," usa""",36.0
8318,vero beach, florida," usa""",25.0
8323,roy, utah," usa""",48.0
8346,beverly, west virginia," usa""",64.0
8362,los angeles, california," usa""",28.0
8370,phoenix, arizona," usa""",33.0
8380,auburn, california," usa""",19.0
8381,bellevue, washington," usa""",37.0
8383,la jolla, california," usa""",19.0
8453,berkeley, california," usa""",47.0
8487,carrollton, texas," usa""",30.0
8530,minneapolis, minnesota," usa""",16.0
8541,westcliffe, colorado," usa""",68.0
8550,palm springs, california," usa""",0.0
8570,rochester, new york," usa""",23.0
8613,cincinnati, ohio," usa""",69.0
8630,hurst, texas," usa""",45.0
8652,pembroke pines, florida," usa""",16.0
8657,gainesville, georgia," usa""",27.0
8672,manassas, virginia," usa""",17.0
8680,st. charles county, missouri," usa""",2.0
8681,orlando, florida," usa""",34.0
8685,marietta, georgia," usa""",32.0
8706,olathe, kansas," usa""",48.0
8720,anchorage, alaska," usa""",31.0
8730,lebanon, oregon," usa""",59.0
8739,lafayette, louisiana," usa""",51.0
8753,sunnyvale, california," usa""",45.0
8759,jefferson city, missouri," usa""",17.0
8801,san francisco, california," usa""",24.0
8853,los angeles, california," usa""",22.0
8855,seattle, washington," usa""",26.0
8856,forestville, california," usa""",31.0
8864,st petersburg, florida," usa""",26.0
8870,austin, texas," usa""",45.0
8872,athens, georgia," usa""",65.0
8930,st. louis, missouri," usa""",78.0
8933,new albany, indiana," usa""",23.0
8935,little elm, texas," usa""",35.0
8936,elizabeth city, north carolina," usa""",18.0
8955,bayside, new york," usa""",42.0
8961,dekalb, illinois," usa""",28.0
8966,truth or consequences, new mexico," usa""",24.0
8988,katy, texas," usa""",37.0
9094,albuquerque, new mexico," usa""",14.0
9105,iowa city, iowa," usa""",39.0
9123,fargo, north dakota," usa""",28.0
9139,mt. pleasant, michigan," usa""",17.0
9140,grand junction, colorado," usa""",25.0
9141,durango, colorado," usa""",65.0
9151,snohomish, washington," usa""",47.0
9174,denver, colorado," usa""",37.0
9200,columbia, missouri," usa""",14.0
9203,great bend, kansas," usa""",69.0
9226,kapolei, hawaii," usa""",27.0
9227,glendora, california," usa""",24.0
9246,st. paul, minnesota," usa""",40.0
9272,san diego, california," usa""",16.0
9296,edgewater, maryland," usa""",59.0
9303,melbourne, florida," usa""",50.0
9340,oak park, illinois," usa""",35.0
9351,new york, new york," usa""",16.0
9354,albuquerque, new mexico," usa""",30.0
9373,banks, alabama," usa""",40.0
9389,west monroe, new york," usa""",25.0
9394,alameda, california," usa""",36.0
9408,waipahu, hawaii," usa""",34.0
9440,indianapolis, indiana," usa""",21.0
9486,east windsor, new jersey," usa""",46.0
9492,gainesville, florida," usa""",19.0
9502,chillicothe, ohio," usa""",22.0
9525,woodbridge, new jersey," usa""",15.0
9557,cols, ohio," usa""",16.0
9568,wichita, kansas," usa""",44.0
9574,lansing, michigan," usa""",33.0
9579,macomb, illinois," usa""",23.0
9603,lakewood, colorado," usa""",32.0
9605,ft eustis, virginia," usa""",24.0
9613,collings lakes, new jersey," usa""",34.0
9625,storm lake, iowa," usa""",20.0
9652,saint petersburg, florida," usa""",34.0
9660,albuquerque, new mexico," usa""",35.0
9703,brainerd, minnesota," usa""",25.0
9714,cincinnati, ohio," usa""",40.0
9717,rockford, illinois," usa""",16.0
9718,brooklyn, new york," usa""",35.0
9721,san dimas, california," usa""",47.0
9735,new freedom, pennsylvania," usa""",16.0
9773,palmdale, california," usa""",47.0
9776,temple hills, maryland," usa""",25.0
9787,baton rouge, louisiana," usa""",16.0
9800,huntsville, alabama," usa""",36.0
9806,boulder, colorado," usa""",25.0
9838,howell, new jersey," usa""",42.0
9846,union beach, new jersey," usa""",45.0
9856,glendale, colorado," usa""",22.0
9882,augusta, georgia," usa""",23.0
9884,whitefish, montana," usa""",32.0
9893,beaverton, oregon," usa""",50.0
9899,gainesville, georgia," usa""",50.0
9908,woodstock, georgia," usa""",36.0
9918,las vegas, nevada," usa""",17.0
9924,sunnyvale, california," usa""",17.0
9943,lakewood, colorado," usa""",32.0
9952,katy/houston, texas," usa""",22.0
9960,mexia, texas," usa""",20.0
9968,omaha, nebraska," usa""",0.0
9991,la mesa, california," usa""",43.0
10001,mesa, arizona," usa""",47.0
10003,spokane, washington," usa""",20.0
10030,pittsburgh, pennsylvania," usa""",66.0
10047,big lake, minnesota," usa""",20.0
10063,erie, colorado," usa""",35.0
10076,dale, indiana," usa""",34.0
10090,los angeles, california," usa""",26.0
10112,spokane, washington," usa""",26.0
10118,minneapolis, minnesota," usa""",44.0
10124,menlo park, california," usa""",50.0
10134,herkimer, new york," usa""",19.0
10164,mccomb, mississippi," usa""",34.0
10205,las vegas, nevada," usa""",22.0
10209,wichita, kansas," usa""",29.0
10221,bellingham, washington," usa""",29.0
10233,providence, rhode island," usa""",22.0
10239,ocala, florida," usa""",31.0
10241,avon, massachusetts," usa""",27.0
10284,san francisco, california," usa""",23.0
10313,bynum, north carolina," usa""",37.0
10325,lockport, illinois," usa""",18.0
10351,seattle, washington," usa""",15.0
10354,martinsburg, west virginia," usa""",15.0
10372,shoreline, washington," usa""",20.0
10373,vienna, virginia," usa""",17.0
10390,dallas, texas," usa""",33.0
10401,sacramento, california," usa""",43.0
10494,phoenix, arizona," usa""",25.0
10501,minneapolis, minnesota," usa""",31.0
10560,chicago, illinois," usa""",27.0
